1. Bringing Down The House
2. Skipping Christmas
3. Watermelon (Walsh Family  #1)
4. Women Who Love Too Much
5. The Witching Hour (Lives of the Mayfair Witches  #1)
6. Shake Hands with the Devil
7. Like a Charm
8. Blood Canticle (The Vampire Chronicles #10)
9. Blood And Gold (The Vampire Chronicles  #8)
10. Lady of Quality
11. False Colours
12. The Convenient Marriage
13. Sprig Muslin
14. The Talisman Ring
15. The Nonesuch
16. No Wind of Blame (Inspector Hemingway #1)
17. Hannibal (Hannibal Lecter  #3)
18. Dublin 4
19. Victoria Line  Central Line
20. Firefly Summer
21. The Phantom Menace (Star Wars: Novelizations  #1)
22. Star by Star (Star Wars: The New Jedi Order  #9)
23. Five Patients
24. Hide-and-Seek with Angels: The Life of J.M. Barrie
25. The Agony and the Ecstasy
26. Light a Penny Candle
27. Circle of Friends
0. The Feast Of All Saints
