1. The Ultimate Hitchhiker's Guide (Hitchhiker's Guide to the Galaxy  #1-5)
2. A New Collection of Three Complete Novels: Congo / Sphere / Eaters of the Dead
0. Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions
