1. The Old Man and the Sea
2. Murder by Moonlight & Other Mysteries (New Adventures of Sherlock Holmes 19-24)
3. The Sun Also Rises
4. The Man in the Black Suit: 4 Dark Tales
5. A Farewell to Arms
6. Riding the Bullet
7. The Short Stories  Vol 3
8. LT's Theory of Pets
0. Peter Pan
