1. The Amazing Adventures of the Escapist: Volume 1
2. Outlander - The Exile of Sharad Hett (Star Wars: Ongoing  Volume 2)
3. H.G. Wells' The War of the Worlds (Graphic Novel)
4. Star Wars: Rebellion  Vol. 1: My Brother  My Enemy
0. Dark Horse Deluxe Journal: Craig Thompson's Angels and Demons
