1. Dreamer of Dune: The Biography of Frank Herbert
2. A Shadow in Summer (Long Price Quartet  #1)
3. Time for the Stars (Heinlein's Juveniles  #10)
4. The Santaroga Barrier
5. The Dosadi Experiment (ConSentiency Universe  #2)
6. The Eyes of Heisenberg
7. Empire (Empire  #1)
8. Speaker for the Dead (Ender's Saga  #2)
9. The Call of Earth (Homecoming  #2)
10. Xenocide (Ender's Saga  #3)
11. Shadow of the Hegemon (The Shadow Series  #2)
12. Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon
13. Speaker for the Dead (Ender's Saga  #2)
14. A Crown of Swords (The Wheel of Time  #7)
15. Wolfskin (Saga of the Light Isles  #1)
16. The Dark Mirror (The Bridei Chronicles  #1)
17. Child of the Prophecy (Sevenwaters  #3)
18. Son of the Shadows (Sevenwaters  #2)
19. Foxmask (Saga of the Light Isles  #2)
20. Stork Naked (Xanth  #30)
21. Pet Peeve (Xanth #29)
22. Roc and a Hard Place (Xanth #19)
23. The Dastard (Xanth #24)
24. Harpy Thyme (Xanth #17)
25. Anthonology
26. Shame of Man (Geodyssey  #2)
27. The Fourth Book of Lost Swords: Farslayer's Story (Lost Swords  #4)
28. The Arms of Hercules (Book of the Gods  #3)
29. Berserker: Blue Death (Berserker  #8)
30. The Fantasies of Robert A. Heinlein
31. Hunters of Dune (Dune Chronicles  #7)
32. Wasteland of Flint
33. Voices From the Street
34. Drum Calls (Drums of Chaos  #2)
35. The Dark Descent
36. The Medusa in the Shield
37. A Fabulous  Formless Darkness
38. The Ships of Earth (Homecoming Saga #3)
39. A Mortal Bane (Magdalene La Batarde  #1)
40. Down and Out in the Magic Kingdom
41. Someone Comes to Town  Someone Leaves Town
42. Eastern Standard Tribe
43. Children of the Mind (Ender's Saga  #4)
44. Ghosts and Grisly Things
45. Legends
46. Nightmare At 20 000 Feet
47. Earthbound
48. Duel
49. What Dreams May Come
50. Hawkes Harbor
51. The Dragon Reborn (The Wheel of Time  #3)
52. Lord of Chaos (The Wheel of Time  #6)
53. Reliquary (Pendergast  #2)
54. Godslayer (The Sundering  #2)
55. Alvin Journeyman (Tales of Alvin Maker  #4)
56. Earthborn (Homecoming Saga #5)
57. Pastwatch: The Redemption of Christopher Columbus
58. The Worthing Saga (Worthing  #1-3)
59. Lurulu
60. The SFWA Grand Masters 3
61. Ports of Call
62. The Demon Princes  Volume Two: The Face  The Book of Dreams
63. The Last Castle/Nightwings (Tor Double Novel #15)
64. Soldier of Sidon (Latro #3)
65. The Prestige
66. They Came from Below
67. Glass Soup  (Vincent Ettrich  #2)
68. Sandworms of Dune (Dune Chronicles #8)
69. Phantom (Sword of Truth  #10)
70. The Sword of Truth  Boxed Set I: Wizard's First Rule  Blood of the Fold  Stone of Tears (Sword of Truth  #1-3)
71. Wizard's First Rule (Sword of Truth  #1)
72. Naked Empire (Sword of Truth  #8)
73. Legends 2 (Legends 1  Volume 2of3)
74. Hart's Hope
75. A Quantum Murder (Greg Mandel  #2)
0. Mindstar Rising (Greg Mandel  #1)
