1. We Tell Ourselves Stories in Order to Live: Collected Nonfiction
2. The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260)
3. A Tale of Two Cities
4. The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library)
5. The Name of the Rose (Everyman's Library (Cloth))
6. The Handmaid's Tale
7. The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3)
8. The Everyman Anthology of Poetry for Children
9. The Border Trilogy: All the Pretty Horses  The Crossing  Cities of the Plain
10. The Divine Comedy
11. The Second Sex
12. The House of the Spirits
13. If on a Winter's Night a Traveler
14. Beloved
15. Rabbit Angstrom: The Four Novels
16. The Bookshop  The Gate of Angels  The Blue Flower
17. The Plague  The Fall  Exile and the Kingdom  and Selected Essays
18. Molloy  Malone Dies  The Unnamable (The Trilogy  #1-3)
19. Stiff Upper Lip  Jeeves (Jeeves  #13)
20. Ulysses
21. Demons
22. The Odes and Selected Fragments
23. Carried Away: A Personal Selection of Stories
24. Collected Shorter Fiction: Volume I
25. The Best of Wodehouse: An Anthology
26. Jeeves and The Feudal Spirit (Jeeves  #11)
27. In Search of Lost Time  Vol. 2: Within a Budding Grove  Part 2 & The Guermantes' Way
28. Dead Souls
29. The General in His Labyrinth
30. Les Misérables
31. Pnin
32. Ficciones
33. The Complete Works
34. Lolita
35. The Aeneid
36. The Origin of Species/The Voyage of the Beagle
37. Doctor Faustus
38. The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem
0. The Woman In White
