1. Roses Are Red (Alex Cross  #6)
2. The Jester
3. Shades of Murder (Mitchell and Markby Village  #13)
4. A Friar's Bloodfeud (Knights Templar  #20)
5. The Fraternity of the Stone (Mortalis  #2)
6. Last Rights (Francis Hancock #1)
7. Deep Waters (Cetin Ikmen  #4)
8. After the Mourning (Francis Hancock #2)
9. Sweet Rosie O'Grady
10. The Cat Who Played Post Office (Cat Who...  #6)
11. Full Speed (Full  #3)
12. Open House
13. The Cat Who Knew Shakespeare (Cat Who...  #7)
0. Mansfield Park
