1. Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides
2. Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound
3. Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth
4. Euripides 3: Alcestis/Daughters of Troy/The Phoenician Women/Iphigenia at Aulis/Rhesus
5. The Negro
0. Forms of Talk
