1. The Full Cupboard of Life (No. 1 Ladies' Detective Agency  #5)
2. The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency #8)
3. The Acme Novelty Library
4. Persepolis 2: The Story of a Return (Persepolis  #2)
5. Chicken with Plums
6. Maus I: A Survivor's Tale: My Father Bleeds History (Maus  #1)
7. Friends  Lovers  Chocolate (Isabel Dalhousie  #2)
8. The Right Attitude to Rain (Isabel Dalhousie  #3)
9. The Architecture of Happiness
10. Good-Bye  Chunky Rice
11. Gift from the Sea
0. Only Revolutions
